;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por município do estabelecimento de ensino superior e município da residência permanente do aluno, em 2014/15 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
municipio;Abrantes;Águeda;Almada;Amadora;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Espinho;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Horta;Idanha-a-Nova;Lamego;Leiria;Lisboa;Loulé;Macedo de Cavaleiros;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Póvoa de Lanhoso;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Novas;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
Santo Tirso; 0; 0; 2; 1; 1; 44; 33; 0; 0; 311; 54; 0; 1; 4; 1; 64; 20; 0; 0; 3; 2; 7; 40; 0; 5; 0; 0; 0; 0; 3; 78; 0; 0; 85; 0; 78; 3; 3; 0; 2; 0; 1; 21; 1; 0; 4; 2; 0; 795; 0; 0; 0; 0; 0; 2; 1; 0; 1; 1; 0; 0; 0; 19; 19; 0; 87; 50; 48; 12
São Brás de Alportel; 0; 0; 8; 0; 0; 1; 0; 0; 4; 0; 0; 0; 0; 2; 0; 7; 1; 1; 0; 7; 0; 140; 0; 0; 1; 0; 0; 0; 0; 0; 40; 1; 0; 0; 0; 1; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 1; 1; 4; 0; 0; 0; 1; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
São João da Madeira; 0; 7; 2; 1; 1; 108; 0; 0; 0; 22; 6; 1; 0; 1; 0; 106; 27; 0; 1; 3; 0; 3; 1; 0; 5; 0; 0; 0; 2; 5; 42; 0; 0; 22; 0; 18; 0; 3; 0; 2; 20; 1; 5; 0; 0; 1; 0; 0; 241; 0; 1; 32; 0; 0; 2; 0; 0; 0; 3; 0; 0; 0; 1; 1; 0; 0; 14; 8; 16
São João da Pesqueira; 0; 0; 0; 0; 0; 2; 0; 0; 0; 3; 12; 0; 0; 0; 0; 40; 9; 0; 0; 0; 0; 1; 0; 0; 11; 0; 0; 0; 6; 1; 4; 0; 1; 1; 0; 2; 0; 8; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 3; 31; 32
São Pedro do Sul; 0; 3; 7; 0; 0; 40; 0; 0; 0; 3; 2; 1; 1; 1; 0; 93; 19; 0; 0; 2; 0; 3; 0; 0; 18; 0; 0; 0; 2; 2; 53; 0; 0; 0; 0; 3; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 36; 0; 0; 0; 1; 0; 2; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 4; 11; 103
São Roque do Pico; 0; 0; 1; 0; 5; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 7; 3; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 26; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 11; 0; 0; 0; 7; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
São Vicente; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 2; 0; 5; 2; 0; 0; 2; 0; 1; 0; 44; 1; 0; 0; 0; 0; 0; 24; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0
Sardoal; 8; 0; 5; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 8; 0; 7; 14; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 1; 0; 0; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sátão; 0; 1; 5; 0; 0; 19; 0; 0; 0; 2; 1; 0; 0; 2; 0; 53; 14; 0; 0; 2; 0; 0; 0; 1; 7; 0; 0; 0; 1; 2; 24; 0; 0; 0; 0; 0; 0; 2; 0; 1; 0; 1; 2; 0; 0; 0; 0; 0; 21; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 5; 7; 104
Seia; 1; 0; 7; 0; 0; 32; 1; 0; 0; 3; 17; 2; 0; 10; 0; 184; 52; 0; 0; 5; 0; 4; 0; 0; 41; 0; 0; 0; 1; 10; 70; 0; 0; 2; 0; 1; 0; 0; 1; 4; 0; 13; 4; 1; 0; 0; 1; 0; 26; 0; 1; 0; 2; 0; 23; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 2; 3; 84
Seixal; 1; 0; 802; 9; 0; 12; 0; 44; 9; 3; 4; 5; 56; 12; 0; 16; 10; 2; 0; 41; 0; 25; 0; 0; 3; 0; 0; 0; 0; 12;2 658; 0; 0; 1; 0; 0; 0; 2; 14; 99; 0; 0; 1; 9; 6; 0; 9; 3; 17; 0; 5; 0; 6; 1; 1; 511; 1; 4; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 4
Sernancelhe; 0; 0; 0; 0; 0; 6; 0; 0; 0; 4; 2; 0; 1; 6; 0; 15; 4; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 3; 0; 7; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 4; 33
Serpa; 0; 0; 10; 1; 0; 0; 0; 0; 183; 1; 2; 2; 1; 2; 0; 8; 2; 1; 0; 46; 0; 43; 1; 0; 0; 0; 0; 0; 0; 1; 79; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 3; 3; 2; 0; 5; 0; 1; 0; 1; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sertã; 4; 0; 1; 1; 1; 13; 0; 0; 0; 2; 0; 0; 6; 94; 0; 125; 22; 0; 0; 5; 0; 1; 0; 0; 5; 0; 0; 3; 0; 18; 64; 0; 0; 0; 0; 0; 0; 0; 1; 4; 1; 2; 0; 1; 0; 0; 1; 0; 2; 0; 0; 0; 2; 0; 0; 0; 0; 0; 31; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
Sesimbra; 1; 0; 199; 4; 2; 3; 0; 21; 2; 2; 0; 3; 10; 5; 0; 7; 5; 0; 0; 33; 0; 10; 0; 0; 0; 0; 0; 1; 0; 1; 673; 0; 0; 1; 0; 1; 0; 2; 3; 30; 0; 0; 0; 2; 0; 0; 4; 1; 6; 0; 1; 0; 2; 0; 0; 269; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
Setúbal; 5; 0; 382; 8; 0; 10; 0; 65; 20; 4; 1; 7; 23; 15; 0; 28; 24; 1; 0; 109; 0; 42; 0; 2; 1; 0; 0; 0; 0; 7;1 759; 0; 0; 1; 0; 1; 0; 2; 2; 61; 0; 0; 0; 5; 2; 0; 16; 1; 28; 0; 6; 0; 12; 0; 0;1 295; 0; 8; 10; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1
Sever do Vouga; 0; 10; 2; 0; 0; 126; 1; 0; 0; 4; 3; 3; 0; 3; 0; 76; 18; 0; 0; 2; 0; 0; 0; 0; 10; 0; 0; 0; 0; 2; 11; 0; 0; 1; 0; 0; 0; 0; 0; 0; 5; 1; 1; 0; 1; 0; 1; 0; 34; 0; 0; 1; 0; 0; 2; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 3; 4; 26
Silves; 0; 0; 28; 1; 1; 7; 0; 0; 27; 1; 0; 4; 3; 5; 0; 30; 9; 1; 0; 43; 0; 221; 0; 0; 0; 0; 0; 0; 0; 1; 145; 4; 0; 0; 0; 0; 0; 2; 1; 9; 0; 1; 0; 0; 0; 0; 3; 68; 8; 0; 2; 0; 3; 0; 0; 5; 13; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1
Sines; 0; 1; 25; 0; 0; 0; 0; 1; 15; 2; 0; 3; 1; 3; 0; 4; 3; 0; 0; 12; 0; 23; 0; 0; 0; 0; 0; 0; 0; 2; 159; 0; 0; 2; 0; 0; 0; 1; 0; 11; 0; 0; 0; 0; 0; 0; 0; 3; 1; 0; 1; 0; 0; 9; 0; 43; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sintra; 2; 1; 555; 31; 1; 28; 2; 19; 13; 8; 7; 40; 343; 29; 0; 55; 38; 9; 0; 74; 0; 40; 0; 2; 4; 1; 0; 2; 0; 33;9 177; 0; 0; 0; 0; 2; 0; 2; 78; 748; 0; 0; 1; 17; 1; 0; 19; 2; 34; 0; 19; 0; 37; 0; 1; 86; 0; 10; 16; 0; 0; 1; 0; 2; 0; 4; 1; 6; 17
Sobral de Monte Agraço; 0; 0; 11; 0; 1; 2; 0; 0; 1; 0; 0; 6; 0; 1; 0; 2; 0; 2; 0; 6; 0; 4; 0; 0; 0; 0; 0; 0; 0; 6; 156; 0; 0; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 5; 0; 0; 0; 0; 1; 0; 1; 0; 9; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1
Soure; 0; 0; 3; 0; 0; 16; 0; 0; 0; 0; 1; 2; 0; 1; 0; 395; 5; 1; 0; 1; 0; 1; 0; 0; 2; 0; 0; 0; 0; 21; 22; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 2; 0; 4; 0; 0; 0; 0; 10; 0; 1; 0; 0; 0; 0; 2; 0; 0; 5; 2; 0; 0; 0; 1; 0; 0; 0; 1; 5
Sousel; 0; 0; 1; 0; 0; 1; 0; 0; 5; 1; 0; 0; 0; 4; 0; 4; 0; 1; 0; 27; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 10; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Tábua; 0; 0; 1; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 138; 10; 0; 0; 0; 0; 2; 0; 0; 6; 0; 0; 0; 2; 4; 10; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 12; 0; 0; 0; 2; 1; 0; 5; 0; 0; 0; 0; 0; 6; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 28
Tabuaço; 0; 0; 0; 0; 0; 6; 1; 0; 0; 6; 6; 0; 0; 0; 0; 12; 5; 0; 0; 1; 0; 1; 0; 0; 6; 0; 0; 0; 12; 4; 5; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 7; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 15; 11
Tarouca; 0; 0; 1; 0; 0; 6; 0; 0; 0; 6; 6; 0; 0; 3; 0; 20; 6; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 23; 0; 8; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 2; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 23; 12
Tavira; 1; 0; 15; 1; 0; 2; 0; 0; 29; 0; 0; 1; 1; 5; 0; 8; 2; 1; 0; 22; 0; 334; 0; 0; 0; 0; 0; 0; 0; 0; 140; 1; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 2; 3; 7; 0; 0; 0; 0; 0; 0; 1; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Terras de Bouro; 0; 0; 2; 0; 0; 1; 16; 0; 0; 57; 8; 0; 0; 0; 0; 30; 1; 0; 0; 0; 0; 1; 3; 0; 1; 0; 0; 0; 0; 0; 16; 0; 0; 4; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 2; 0; 0; 12; 3; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 2; 7; 1; 0; 2; 2; 10; 1
Tomar; 19; 0; 26; 0; 0; 35; 0; 1; 0; 0; 0; 10; 2; 29; 0; 185; 33; 2; 0; 16; 0; 5; 0; 0; 3; 0; 0; 2; 0; 78; 401; 0; 0; 1; 0; 0; 0; 1; 1; 18; 0; 0; 1; 3; 2; 0; 11; 0; 22; 0; 11; 0; 46; 0; 0; 2; 0; 3; 477; 6; 0; 0; 0; 0; 0; 0; 0; 4; 4
Tondela; 0; 3; 4; 0; 0; 85; 0; 0; 1; 3; 2; 4; 3; 7; 0; 153; 27; 0; 0; 1; 0; 2; 0; 0; 12; 0; 0; 0; 3; 12; 56; 0; 0; 0; 0; 3; 0; 2; 0; 4; 1; 1; 1; 0; 3; 0; 3; 0; 53; 0; 0; 0; 0; 0; 3; 1; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 6; 8; 224
Torre de Moncorvo; 0; 2; 3; 0; 0; 3; 0; 0; 0; 4; 58; 0; 0; 4; 0; 34; 7; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 4; 0; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 42; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 19; 11
Torres Novas; 19; 0; 35; 1; 0; 28; 2; 0; 0; 6; 2; 14; 6; 24; 0; 120; 35; 0; 0; 27; 0; 8; 0; 1; 3; 0; 0; 0; 0; 85; 368; 0; 0; 0; 0; 0; 0; 0; 0; 12; 0; 2; 0; 15; 1; 0; 3; 1; 22; 0; 6; 0; 45; 0; 0; 2; 0; 3; 112; 13; 0; 0; 0; 0; 0; 0; 0; 4; 2
Torres Vedras; 2; 0; 83; 2; 0; 16; 2; 5; 3; 6; 1; 42; 19; 11; 0; 44; 18; 2; 0; 33; 0; 18; 1; 0; 2; 0; 0; 0; 0; 115;1 216; 0; 0; 0; 0; 0; 0; 0; 8; 52; 0; 0; 0; 56; 0; 0; 1; 2; 11; 0; 27; 0; 27; 0; 1; 7; 0; 1; 5; 0; 45; 0; 0; 1; 0; 0; 2; 4; 2
Trancoso; 1; 0; 1; 0; 0; 7; 0; 0; 0; 3; 3; 1; 2; 6; 0; 67; 32; 0; 0; 1; 0; 1; 0; 0; 46; 0; 0; 0; 2; 7; 35; 0; 0; 0; 0; 0; 0; 1; 0; 6; 0; 0; 0; 1; 1; 0; 0; 0; 14; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 21
Trofa; 0; 3; 4; 0; 0; 23; 39; 0; 0; 163; 5; 0; 0; 4; 0; 15; 15; 1; 0; 1; 0; 0; 2; 0; 0; 0; 0; 0; 0; 3; 46; 0; 0; 0; 0; 47; 0; 0; 0; 1; 0; 0; 8; 0; 0; 5; 0; 0; 503; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 10; 22; 1; 35; 44; 10; 1
Vagos; 2; 30; 5; 0; 0; 254; 1; 0; 2; 9; 2; 4; 3; 2; 0; 120; 28; 0; 0; 4; 1; 1; 0; 0; 10; 0; 0; 0; 2; 12; 31; 0; 0; 4; 0; 3; 0; 0; 0; 0; 8; 3; 2; 2; 1; 1; 1; 0; 51; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 7; 4; 16
Vale de Cambra; 0; 6; 2; 1; 0; 133; 1; 0; 0; 19; 3; 1; 0; 1; 0; 132; 17; 0; 0; 3; 0; 1; 0; 0; 7; 0; 0; 0; 1; 6; 30; 0; 0; 6; 0; 12; 1; 0; 0; 1; 10; 0; 2; 0; 0; 0; 1; 1; 220; 0; 2; 22; 0; 0; 2; 0; 0; 0; 3; 0; 0; 0; 3; 1; 0; 0; 12; 13; 30
Valença; 0; 0; 0; 0; 0; 6; 5; 0; 0; 46; 7; 1; 1; 2; 0; 21; 8; 0; 0; 3; 0; 2; 0; 0; 1; 0; 0; 0; 0; 2; 19; 0; 0; 2; 0; 2; 5; 1; 0; 0; 0; 0; 0; 0; 0; 9; 0; 0; 55; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 81; 49; 2; 2; 0; 5; 11; 2
Valongo; 1; 1; 3; 0; 0; 53; 11; 0; 0; 96; 14; 4; 0; 4; 0; 46; 24; 1; 0; 4; 1; 3; 7; 0; 1; 1; 0; 0; 2; 1; 79; 0; 0; 178; 0; 199; 1; 2; 1; 0; 3; 0; 87; 4; 0; 6; 1; 0;1 697; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 6; 33; 0; 6; 82; 44; 3
Valpaços; 0; 0; 2; 0; 0; 10; 1; 0; 0; 24; 114; 1; 0; 5; 13; 28; 7; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 20; 0; 0; 4; 0; 3; 0; 28; 0; 1; 0; 0; 2; 0; 0; 0; 0; 0; 63; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 69; 5
Velas; 0; 0; 1; 0; 5; 3; 0; 0; 0; 0; 0; 1; 0; 1; 0; 8; 0; 0; 0; 3; 0; 1; 1; 0; 0; 0; 0; 0; 1; 1; 34; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 1; 27; 0; 0; 0; 5; 0; 1; 0; 3; 0; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 2; 0; 3
Vendas Novas; 2; 0; 24; 0; 0; 3; 0; 2; 16; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 36; 0; 8; 0; 0; 0; 0; 0; 1; 0; 4; 120; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 4; 0; 1; 0; 2; 0; 6; 0; 0; 28; 0; 0; 4; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1
Viana do Alentejo; 0; 0; 6; 0; 0; 1; 0; 0; 16; 0; 0; 0; 4; 0; 0; 3; 0; 0; 0; 62; 0; 6; 0; 1; 0; 0; 0; 0; 0; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1
Viana do Castelo; 0; 0; 11; 4; 3; 103; 96; 0; 1; 434; 23; 5; 1; 11; 0; 200; 59; 0; 0; 9; 0; 14; 2; 0; 10; 0; 0; 0; 0; 10; 169; 0; 0; 26; 0; 43; 28; 3; 0; 11; 2; 1; 13; 0; 0; 61; 6; 0; 769; 0; 0; 0; 2; 0; 1; 4; 0; 1; 1; 0; 0; 24; 874; 15; 16; 10; 41; 70; 11
Vidigueira; 1; 0; 6; 0; 0; 3; 0; 0; 73; 0; 0; 0; 0; 1; 0; 2; 2; 1; 0; 18; 0; 4; 0; 0; 0; 0; 0; 0; 0; 1; 32; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vieira do Minho; 0; 0; 0; 0; 0; 6; 19; 0; 0; 180; 22; 0; 0; 0; 0; 14; 1; 1; 0; 0; 3; 0; 1; 0; 1; 0; 0; 0; 1; 1; 25; 0; 0; 5; 0; 1; 1; 0; 0; 0; 0; 0; 5; 0; 0; 8; 0; 0; 32; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 8; 0; 0; 4; 4; 19; 1
Vila da Praia da Vitória; 0; 0; 11; 0; 96; 9; 0; 0; 0; 5; 7; 1; 0; 5; 0; 25; 4; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 24; 103; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 71; 0; 0; 0; 31; 0; 2; 0; 3; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 1; 0
Vila de Rei; 5; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 8; 0; 6; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 16; 24; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vila do Bispo; 0; 0; 4; 0; 0; 1; 0; 0; 2; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 3; 0; 14; 0; 0; 0; 0; 0; 0; 0; 2; 19; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 9; 2; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0
Vila do Conde; 0; 2; 6; 1; 3; 46; 51; 0; 0; 122; 9; 3; 3; 4; 0; 59; 15; 0; 0; 4; 0; 6; 3; 0; 4; 0; 0; 2; 1; 1; 55; 0; 0; 198; 0; 82; 1; 3; 0; 3; 0; 0; 15; 3; 0; 10; 1; 0;1 125; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 47; 186; 0; 35; 64; 48; 12
Vila do Porto; 2; 0; 3; 0; 9; 10; 0; 0; 3; 4; 0; 0; 0; 2; 0; 11; 5; 0; 0; 2; 0; 2; 0; 0; 0; 0; 1; 0; 0; 3; 37; 0; 0; 1; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 41; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0
Vila Flor; 0; 0; 5; 0; 0; 6; 0; 0; 0; 6; 65; 0; 0; 2; 0; 17; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 13; 0; 0; 2; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 21; 0
Vila Franca de Xira; 5; 0; 161; 10; 1; 12; 1; 4; 9; 3; 4; 17; 43; 10; 0; 18; 11; 1; 0; 33; 0; 22; 0; 0; 5; 0; 0; 4; 0; 8;2 952; 0; 0; 1; 0; 0; 0; 3; 16; 76; 0; 0; 0; 25; 2; 0; 3; 0; 16; 0; 13; 0; 142; 0; 0; 36; 0; 3; 6; 0; 1; 0; 0; 0; 0; 0; 0; 2; 1
Vila Franca do Campo; 1; 0; 1; 0; 2; 0; 0; 0; 1; 1; 1; 0; 0; 3; 0; 4; 1; 0; 0; 3; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 143; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
Vila Nova da Barquinha; 8; 0; 8; 0; 0; 7; 0; 0; 1; 2; 0; 2; 5; 1; 0; 19; 6; 1; 0; 4; 0; 1; 0; 0; 1; 0; 0; 1; 0; 7; 61; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 1; 0; 1; 1; 0; 1; 0; 0; 0; 2; 0; 10; 0; 0; 0; 0; 1; 38; 2; 0; 0; 0; 0; 0; 0; 2; 0; 0
Vila Nova de Cerveira; 0; 0; 1; 0; 0; 2; 3; 0; 1; 19; 0; 0; 0; 0; 0; 11; 0; 0; 0; 2; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 17; 0; 0; 5; 0; 8; 4; 3; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 42; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 26; 52; 0; 7; 0; 3; 8; 1
Vila Nova de Famalicão; 1; 6; 12; 2; 0; 102; 232; 0; 2;1 058; 73; 7; 3; 10; 0; 174; 58; 0; 0; 7; 6; 11; 25; 0; 12; 2; 0; 1; 3; 14; 271; 0; 0; 181; 0; 80; 10; 10; 0; 4; 0; 0; 24; 6; 0; 17; 1; 2;1 091; 3; 1; 0; 0; 0; 0; 1; 0; 0; 3; 0; 1; 6; 129; 65; 0; 370; 61; 105; 22
Vila Nova de Foz Côa; 0; 1; 0; 0; 0; 5; 0; 0; 0; 1; 20; 0; 0; 4; 0; 39; 12; 0; 0; 2; 0; 0; 0; 0; 26; 0; 0; 0; 1; 1; 10; 0; 0; 2; 0; 1; 0; 4; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 25; 0; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 9; 12
Vila Nova de Gaia; 0; 8; 10; 8; 0; 553; 13; 0; 1; 208; 38; 12; 11; 18; 0; 180; 71; 0; 0; 12; 2; 23; 13; 1; 11; 1; 0; 0; 2; 12; 262; 0; 0; 339; 0; 667; 0; 8; 0; 5; 20; 0; 52; 1; 2; 18; 0; 0;5 827; 0; 0; 11; 2; 0; 5; 2; 0; 5; 2; 0; 0; 0; 17; 109; 0; 5; 904; 136; 21
Vila Nova de Paiva; 1; 0; 1; 0; 0; 8; 0; 0; 1; 2; 2; 0; 0; 0; 0; 16; 4; 0; 0; 1; 0; 0; 0; 0; 6; 0; 0; 0; 4; 3; 19; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 4; 3; 52
Vila Nova de Poiares; 0; 0; 0; 0; 1; 6; 0; 0; 0; 0; 0; 1; 0; 0; 0; 120; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
