de residência";;;16I1401;16D0101;1701503;1701115;2004301;16D0105;1120302;1701504;1840205;1120303;11E0402;16B1006;1701105;16H0502;11B1703;16E0603;16J0503;1861207;11A0107;1870705;1190307;1500805;11C1303;3003103;16J0907;1190308;2004701;16H0505;11D1805;16F1009;1701106;1500808;11E0405;11A1306;16F1010;11A1308;1111603;11E0407;1701116;1701110;11A0113;16E0611;11A1310;16B1014;2004203;1111607;1861214;1500811;11A1312;1190309;1851414;11A0109;1851416;1811509;16J0912;1701512;1500813;1701111;16I1418;16I1419;16B1113;1111608;1111609;11A1316;1111610;1190312;11A1317;11D1714;16G1823
;;Portugal;Abrantes;Águeda;Almada;Amadora;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Espinho;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Horta;Idanha-a-Nova;Lamego;Leiria;Lisboa;Loulé;Macedo de Cavaleiros;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Póvoa de Lanhoso;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Novas;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
;Portugal;350 133; 390; 868;10 032; 440; 645;12 392;3 161; 503;2 549;17 927;4 926;1 280;2 340;3 436; 268;33 584;6 480; 271; 61;5 802; 334;7 450;1 373;3 069;2 310; 57; 23; 414; 456;8 106;106 811; 174; 26;4 214; 121;4 710; 144; 840; 668;4 873; 446; 290;1 688;1 048;2 441; 563;1 509; 789;56 252; 182; 721; 457;2 641; 52; 270;5 138; 194; 163;1 940; 96; 106; 323;3 114;1 455; 81;1 349;1 240;6 711;5 346
16H0508;Proença-a-Nova; 241; 0; 0; 11; 0; 0; 7; 0; 0; 0; 0; 1; 0; 1; 68; 0; 32; 14; 0; 0; 4; 0; 2; 0; 0; 4; 0; 0; 3; 0; 8; 57; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 3; 0; 0; 5; 0; 6; 0; 0; 0; 1; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 1; 3
1870710;Redondo; 198; 0; 0; 4; 0; 0; 0; 0; 0; 10; 1; 0; 1; 0; 1; 0; 0; 0; 5; 0; 74; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 77; 0; 0; 0; 0; 0; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 8; 0; 1; 0; 0; 0; 1; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
1870711;Reguengos de Monsaraz; 217; 0; 0; 11; 0; 0; 1; 0; 2; 34; 0; 0; 0; 0; 3; 0; 6; 0; 0; 0; 92; 0; 6; 0; 0; 0; 0; 0; 0; 0; 2; 41; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 1; 0; 5; 0; 0; 6; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
11C1813;Resende; 255; 0; 1; 1; 0; 0; 11; 0; 0; 1; 4; 21; 0; 0; 0; 1; 11; 13; 0; 0; 0; 0; 0; 1; 0; 3; 0; 0; 0; 28; 2; 4; 0; 0; 3; 0; 2; 1; 1; 1; 0; 0; 0; 4; 0; 0; 0; 0; 0; 63; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 2; 46; 27
3003107;Ribeira Brava; 296; 0; 0; 10; 0; 1; 0; 2; 0; 0; 4; 1; 0; 0; 5; 0; 20; 8; 0; 0; 6; 0; 9; 1; 134; 2; 0; 0; 0; 0; 1; 56; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 2; 2; 0; 2; 0; 17; 0; 1; 0; 0; 0; 0; 2; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 4; 1
11B1709;Ribeira de Pena; 122; 0; 0; 0; 0; 0; 1; 0; 0; 0; 6; 14; 0; 0; 2; 3; 11; 2; 0; 0; 0; 1; 0; 1; 0; 2; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 2; 0; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 24; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 42; 1
2004205;Ribeira Grande; 555; 0; 1; 7; 0; 16; 15; 0; 0; 2; 5; 4; 0; 0; 4; 0; 23; 5; 0; 0; 6; 0; 3; 1; 2; 0; 0; 0; 0; 0; 8; 96; 0; 0; 0; 0; 1; 0; 2; 1; 4; 0; 0; 2; 0; 302; 0; 1; 0; 34; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 5; 2
1851414;Rio Maior; 607; 2; 0; 20; 0; 0; 10; 0; 0; 0; 4; 0; 7; 9; 8; 0; 47; 7; 0; 0; 16; 0; 7; 0; 2; 2; 0; 0; 0; 0; 105; 214; 0; 0; 1; 0; 0; 0; 0; 0; 11; 0; 0; 0; 12; 1; 0; 1; 1; 3; 0; 22; 0; 70; 0; 0; 6; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1
11D1710;Sabrosa; 138; 0; 0; 0; 1; 0; 2; 0; 0; 0; 5; 14; 0; 0; 2; 2; 8; 4; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 9; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 62; 2
16J0911;Sabugal; 270; 0; 1; 8; 0; 0; 11; 0; 0; 0; 2; 0; 0; 0; 30; 0; 32; 67; 0; 0; 3; 0; 0; 0; 0; 49; 0; 0; 3; 2; 1; 28; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 7; 0; 5; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 2; 8
1851415;Salvaterra de Magos; 453; 3; 0; 24; 0; 0; 9; 0; 0; 5; 0; 0; 0; 3; 6; 0; 15; 4; 0; 0; 31; 0; 8; 0; 0; 1; 0; 0; 1; 0; 11; 221; 0; 0; 0; 0; 0; 0; 0; 1; 4; 0; 1; 0; 1; 0; 0; 3; 0; 5; 0; 7; 0; 70; 0; 0; 2; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
16G1814;Santa Comba Dão; 291; 1; 3; 2; 0; 0; 24; 0; 0; 0; 1; 4; 0; 0; 8; 0; 125; 10; 0; 0; 2; 0; 1; 0; 0; 2; 0; 0; 0; 1; 6; 27; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 2; 0; 0; 0; 0; 0; 1; 11; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 53
3003108;Santa Cruz;1 070; 1; 0; 7; 1; 2; 21; 1; 0; 0; 20; 5; 1; 3; 7; 0; 56; 17; 0; 0; 5; 0; 7; 0; 524; 4; 0; 0; 0; 0; 11; 253; 0; 0; 0; 0; 2; 0; 0; 4; 8; 0; 0; 2; 1; 1; 0; 1; 0; 82; 0; 2; 0; 1; 0; 0; 7; 0; 0; 3; 0; 0; 0; 0; 1; 0; 0; 0; 6; 3
2004401;Santa Cruz da Graciosa; 85; 0; 0; 1; 0; 7; 1; 0; 0; 0; 2; 1; 0; 0; 0; 0; 9; 2; 0; 0; 0; 0; 3; 0; 0; 3; 0; 0; 0; 0; 2; 26; 0; 0; 0; 0; 2; 0; 0; 0; 2; 0; 0; 0; 0; 8; 0; 0; 0; 10; 0; 0; 0; 3; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0
2004802;Santa Cruz das Flores; 46; 0; 0; 0; 0; 2; 3; 0; 0; 0; 1; 0; 0; 0; 0; 0; 4; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 10; 0; 0; 0; 3; 0; 0; 0; 1; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
11A0109;Santa Maria da Feira;3 879; 3; 17; 5; 0; 1; 523; 4; 0; 2; 78; 27; 8; 0; 12; 0; 335; 88; 1; 6; 8; 0; 9; 3; 0; 15; 0; 0; 1; 4; 12; 119; 0; 0; 127; 0; 143; 2; 3; 0; 4; 72; 2; 33; 6; 2; 4; 2; 1;1 752; 0; 0; 175; 1; 0; 5; 1; 1; 1; 6; 0; 0; 0; 13; 19; 1; 2; 96; 79; 45
11D1711;Santa Marta de Penaguião; 161; 0; 0; 0; 0; 0; 2; 0; 0; 1; 4; 37; 0; 0; 3; 0; 5; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 16; 0; 3; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 25; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 46; 4
3003109;Santana; 203; 0; 0; 5; 0; 0; 10; 0; 0; 2; 7; 1; 1; 0; 3; 0; 25; 7; 0; 0; 4; 0; 7; 0; 67; 0; 0; 0; 0; 0; 2; 38; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 1; 0; 12; 0; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1
1851416;Santarém;2 037; 7; 0; 82; 4; 0; 24; 0; 1; 0; 4; 4; 16; 11; 17; 1; 115; 32; 1; 0; 54; 0; 22; 0; 2; 2; 0; 0; 0; 0; 82; 880; 0; 0; 2; 0; 0; 0; 0; 1; 30; 2; 1; 3; 26; 0; 0; 4; 0; 21; 0; 33; 0; 488; 0; 0; 7; 0; 1; 36; 7; 0; 1; 1; 0; 0; 0; 3; 6; 3
1811509;Santiago do Cacém; 667; 0; 0; 57; 0; 0; 7; 1; 1; 50; 0; 0; 1; 3; 0; 0; 8; 2; 0; 0; 52; 0; 40; 0; 0; 1; 0; 0; 0; 0; 3; 295; 0; 0; 2; 0; 0; 0; 0; 1; 8; 0; 0; 0; 1; 0; 0; 2; 3; 5; 0; 2; 0; 3; 30; 0; 84; 2; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
11A1314;Santo Tirso;1 956; 0; 0; 0; 3; 1; 47; 26; 0; 1; 284; 51; 0; 2; 7; 2; 76; 28; 0; 0; 3; 1; 7; 47; 1; 5; 0; 0; 0; 0; 2; 76; 0; 0; 92; 0; 71; 1; 4; 0; 2; 0; 0; 26; 0; 1; 3; 1; 1; 866; 1; 0; 0; 1; 0; 3; 1; 0; 1; 4; 0; 0; 0; 23; 20; 0; 96; 5; 52; 11
1500812;São Brás de Alportel; 260; 0; 0; 6; 0; 0; 1; 0; 0; 2; 0; 0; 0; 0; 1; 0; 14; 3; 1; 0; 8; 0; 146; 0; 0; 0; 0; 0; 0; 0; 0; 46; 6; 0; 0; 0; 1; 0; 1; 0; 10; 0; 0; 0; 0; 0; 0; 1; 1; 6; 0; 0; 0; 1; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
11A0116;São João da Madeira; 778; 0; 4; 2; 2; 1; 130; 0; 0; 0; 19; 6; 2; 0; 2; 0; 128; 30; 0; 2; 1; 0; 3; 0; 0; 4; 0; 0; 0; 1; 4; 50; 0; 0; 13; 0; 12; 0; 2; 0; 1; 14; 1; 6; 0; 0; 2; 1; 0; 264; 0; 0; 31; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 1; 3; 0; 0; 11; 5; 17
11D1815;São João da Pesqueira; 190; 0; 0; 0; 0; 0; 5; 0; 0; 0; 2; 9; 0; 0; 0; 0; 32; 7; 0; 0; 1; 0; 1; 0; 0; 7; 0; 0; 0; 6; 1; 6; 0; 0; 0; 0; 1; 0; 9; 0; 0; 0; 2; 2; 0; 0; 0; 0; 0; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 34; 37
16G1816;São Pedro do Sul; 415; 0; 3; 4; 0; 0; 50; 0; 0; 0; 2; 2; 0; 1; 3; 0; 96; 21; 0; 0; 0; 0; 2; 0; 0; 12; 0; 0; 0; 2; 3; 48; 0; 0; 0; 0; 3; 0; 1; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 38; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 10; 107
2004603;São Roque do Pico; 66; 0; 0; 0; 0; 8; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 5; 4; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 1; 3; 22; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 7; 0; 0; 0; 6; 0; 0; 0; 3; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
3003110;São Vicente; 105; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 1; 1; 0; 0; 0; 5; 2; 0; 0; 1; 0; 1; 0; 51; 1; 0; 0; 0; 0; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 2; 1; 6; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0
16I1417;Sardoal; 100; 10; 0; 7; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 7; 0; 8; 15; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 18; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 3; 0; 0; 2; 0; 1; 0; 0; 0; 5; 0; 1; 0; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16G1817;Sátão; 298; 0; 1; 3; 0; 0; 27; 0; 0; 0; 1; 1; 0; 0; 1; 0; 56; 15; 1; 0; 1; 0; 0; 1; 1; 7; 0; 0; 1; 1; 4; 23; 0; 0; 0; 0; 0; 1; 1; 0; 1; 2; 1; 1; 0; 0; 0; 0; 0; 24; 0; 0; 0; 0; 0; 2; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 9; 109
16J0912;Seia; 673; 1; 0; 11; 0; 0; 35; 2; 0; 1; 3; 22; 0; 1; 13; 0; 191; 72; 0; 0; 3; 0; 4; 0; 1; 54; 0; 0; 0; 1; 15; 67; 0; 0; 1; 0; 1; 1; 2; 1; 3; 0; 12; 3; 0; 0; 0; 0; 1; 32; 0; 0; 0; 4; 0; 24; 0; 0; 0; 3; 0; 0; 0; 1; 0; 0; 1; 0; 4; 82
1701510;Seixal;4 613; 1; 0; 822; 10; 0; 11; 0; 56; 15; 4; 5; 7; 60; 7; 0; 18; 12; 2; 0; 37; 0; 20; 0; 0; 2; 0; 0; 0; 1; 8;2 763; 0; 0; 0; 0; 0; 0; 1; 9; 99; 0; 0; 0; 7; 5; 0; 10; 3; 18; 0; 3; 0; 10; 2; 1; 570; 1; 6; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 4
11D1818;Sernancelhe; 100; 0; 0; 0; 0; 0; 6; 0; 0; 0; 3; 1; 0; 0; 6; 0; 17; 2; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 11; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 4; 31
1840213;Serpa; 418; 0; 0; 12; 1; 1; 0; 0; 0; 186; 0; 1; 2; 0; 1; 0; 11; 2; 2; 0; 50; 0; 42; 1; 0; 0; 0; 0; 0; 0; 0; 79; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 1; 0; 0; 4; 2; 3; 0; 4; 0; 2; 0; 1; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16I0509;Sertã; 370; 4; 0; 1; 0; 1; 14; 0; 0; 0; 1; 0; 0; 2; 72; 0; 128; 15; 0; 0; 4; 0; 0; 0; 0; 6; 0; 0; 4; 0; 17; 51; 0; 0; 0; 0; 0; 0; 0; 1; 4; 2; 0; 0; 1; 0; 0; 2; 0; 4; 0; 0; 0; 0; 0; 0; 1; 0; 0; 34; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
1701511;Sesimbra;1 320; 0; 0; 210; 2; 1; 3; 0; 23; 3; 3; 0; 3; 14; 2; 0; 6; 5; 1; 0; 24; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 688; 0; 0; 1; 0; 0; 0; 1; 2; 24; 0; 0; 0; 3; 0; 0; 3; 1; 12; 0; 1; 0; 4; 0; 0; 266; 0; 0; 3; 0; 0; 0; 1; 0; 0; 0; 0; 3; 0
1701512;Setúbal;4 123; 4; 0; 377; 4; 1; 11; 0; 118; 32; 8; 1; 6; 23; 13; 0; 33; 23; 1; 0; 129; 0; 55; 0; 1; 2; 0; 0; 0; 0; 3;1 764; 0; 0; 0; 0; 1; 0; 2; 5; 60; 0; 0; 0; 6; 1; 0; 14; 2; 20; 0; 4; 0; 16; 0; 1;1 365; 0; 7; 4; 0; 0; 1; 0; 0; 0; 0; 1; 2; 2
16D0117;Sever do Vouga; 366; 0; 4; 1; 0; 0; 140; 1; 0; 0; 3; 2; 1; 0; 4; 0; 73; 19; 0; 0; 2; 0; 1; 0; 0; 5; 0; 0; 0; 0; 3; 14; 0; 0; 2; 0; 1; 0; 0; 0; 0; 8; 1; 1; 0; 1; 0; 1; 0; 37; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 2; 3; 32
1500813;Silves; 680; 0; 0; 27; 1; 1; 9; 1; 0; 26; 1; 0; 2; 4; 5; 0; 33; 6; 1; 0; 41; 0; 216; 0; 0; 0; 0; 0; 0; 0; 1; 163; 13; 0; 0; 0; 0; 0; 4; 0; 10; 0; 1; 0; 0; 0; 0; 5; 70; 7; 0; 1; 0; 4; 0; 0; 4; 16; 1; 3; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1
1811513;Sines; 340; 0; 1; 32; 0; 0; 2; 0; 0; 17; 2; 0; 0; 1; 1; 0; 3; 2; 0; 0; 15; 0; 21; 0; 0; 0; 0; 0; 0; 0; 1; 164; 0; 0; 2; 0; 0; 0; 1; 0; 11; 0; 0; 0; 0; 0; 0; 1; 3; 4; 0; 1; 0; 0; 10; 0; 43; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
1701111;Sintra;11 939; 3; 1; 541; 20; 1; 32; 1; 13; 14; 12; 5; 37; 358; 29; 0; 75; 36; 5; 0; 84; 0; 48; 0; 3; 5; 0; 0; 1; 0; 30;9 400; 0; 0; 0; 0; 3; 0; 2; 86; 804; 1; 0; 0; 18; 2; 0; 17; 1; 35; 0; 19; 0; 41; 0; 1; 90; 0; 18; 22; 0; 0; 0; 1; 1; 0; 0; 0; 6; 17
16B1112;Sobral de Monte Agraço; 227; 0; 0; 12; 0; 1; 2; 0; 0; 1; 0; 1; 4; 1; 2; 0; 1; 0; 0; 0; 4; 0; 6; 0; 0; 0; 0; 0; 0; 0; 4; 162; 0; 0; 0; 0; 0; 0; 0; 4; 5; 0; 0; 0; 3; 0; 0; 1; 0; 2; 0; 1; 0; 6; 0; 0; 2; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0
16E0615;Soure; 532; 0; 0; 2; 0; 0; 17; 0; 0; 0; 2; 0; 2; 1; 2; 0; 414; 6; 1; 0; 0; 0; 1; 0; 1; 3; 0; 0; 0; 0; 26; 20; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 2; 1; 6; 0; 0; 0; 0; 7; 0; 3; 0; 0; 0; 1; 1; 0; 0; 4; 1; 0; 0; 0; 0; 0; 0; 0; 1; 5
1861215;Sousel; 89; 0; 0; 1; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 4; 0; 4; 0; 1; 0; 23; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16E0616;Tábua; 218; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 123; 4; 0; 0; 0; 0; 2; 0; 0; 4; 0; 0; 0; 1; 5; 13; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 23; 0; 0; 0; 2; 1; 0; 3; 0; 0; 0; 1; 0; 4; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 22
11D1819;Tabuaço; 111; 0; 0; 0; 0; 0; 4; 1; 0; 0; 5; 6; 0; 0; 1; 0; 10; 6; 0; 0; 2; 0; 0; 0; 0; 6; 0; 0; 0; 12; 5; 4; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 1; 2; 1; 0; 0; 0; 0; 11; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19; 11
11D1820;Tarouca; 164; 0; 0; 1; 0; 0; 5; 1; 0; 0; 5; 7; 0; 0; 2; 0; 22; 8; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 21; 0; 14; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 2; 0; 0; 31; 16
1500814;Tavira; 591; 0; 0; 21; 1; 0; 1; 0; 0; 24; 1; 0; 2; 1; 4; 0; 15; 3; 1; 0; 20; 0; 330; 0; 0; 0; 0; 0; 1; 0; 2; 125; 9; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 1; 0; 2; 5; 9; 0; 1; 0; 0; 0; 0; 0; 3; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1
1120310;Terras de Bouro; 404; 0; 0; 2; 0; 0; 2; 12; 0; 0; 66; 8; 0; 0; 0; 0; 216; 1; 0; 0; 0; 0; 1; 4; 0; 0; 0; 0; 0; 0; 0; 28; 0; 0; 2; 0; 0; 1; 1; 0; 2; 0; 0; 16; 0; 0; 2; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 6; 1; 0; 3; 0; 10; 3
16I1418;Tomar;1 543; 24; 0; 31; 1; 0; 33; 0; 0; 1; 3; 2; 10; 5; 32; 0; 203; 36; 0; 0; 16; 0; 6; 0; 0; 4; 0; 0; 3; 0; 83; 417; 0; 0; 0; 0; 0; 0; 1; 2; 20; 0; 0; 1; 2; 3; 0; 11; 0; 19; 0; 10; 0; 37; 0; 0; 4; 0; 3; 499; 11; 0; 0; 0; 0; 0; 0; 0; 4; 6
16G1821;Tondela; 727; 0; 5; 4; 0; 0; 80; 1; 0; 1; 1; 1; 3; 1; 8; 0; 164; 23; 0; 0; 2; 0; 1; 0; 0; 10; 0; 0; 0; 5; 14; 56; 0; 0; 0; 0; 3; 0; 1; 0; 3; 1; 1; 1; 1; 3; 0; 3; 0; 65; 0; 0; 0; 0; 0; 2; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 10; 250
11D0409;Torre de Moncorvo; 332; 0; 0; 3; 0; 0; 5; 0; 0; 0; 5; 65; 0; 0; 2; 1; 140; 10; 0; 0; 1; 0; 2; 0; 0; 6; 0; 0; 0; 0; 1; 6; 0; 2; 0; 0; 1; 0; 4; 0; 0; 0; 0; 2; 0; 0; 0; 2; 0; 40; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 21; 9
16I1419;Torres Novas;1 106; 17; 1; 38; 1; 1; 36; 2; 0; 0; 5; 1; 15; 10; 23; 0; 144; 38; 0; 0; 22; 0; 6; 0; 0; 2; 0; 0; 0; 0; 75; 396; 0; 0; 0; 0; 0; 0; 0; 0; 11; 0; 2; 0; 9; 1; 0; 7; 1; 21; 0; 9; 0; 48; 0; 0; 3; 0; 1; 127; 24; 0; 0; 0; 0; 0; 0; 0; 7; 2
16B1113;Torres Vedras;1 966; 2; 0; 80; 4; 1; 17; 2; 2; 3; 5; 0; 45; 25; 10; 0; 55; 15; 2; 0; 32; 0; 26; 0; 1; 1; 0; 0; 0; 0; 104;1 266; 0; 0; 0; 0; 1; 0; 0; 11; 44; 0; 0; 0; 64; 0; 0; 1; 1; 11; 0; 27; 0; 33; 0; 0; 7; 0; 1; 10; 0; 52; 0; 0; 1; 0; 0; 0; 2; 2
16J0913;Trancoso; 286; 1; 0; 0; 0; 0; 14; 0; 0; 0; 3; 3; 0; 1; 8; 1; 68; 39; 1; 0; 3; 0; 2; 0; 0; 49; 0; 0; 1; 2; 3; 31; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 1; 1; 0; 1; 0; 11; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 10; 21
11A1318;Trofa;1 023; 0; 3; 5; 0; 0; 24; 25; 0; 0; 162; 7; 1; 0; 0; 0; 19; 13; 1; 0; 1; 0; 0; 3; 0; 0; 0; 0; 0; 0; 2; 43; 0; 0; 0; 0; 56; 2; 0; 0; 2; 0; 0; 9; 0; 0; 2; 0; 0; 538; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 32; 1; 32; 14; 14; 2
16D0118;Vagos; 633; 1; 28; 2; 0; 0; 264; 1; 0; 2; 11; 2; 0; 3; 2; 0; 121; 26; 0; 0; 2; 1; 2; 0; 0; 6; 0; 0; 0; 0; 13; 33; 0; 0; 6; 0; 3; 0; 1; 0; 1; 8; 1; 3; 2; 1; 2; 1; 0; 58; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 6; 16
11A0119;Vale de Cambra; 756; 0; 6; 3; 1; 0; 115; 1; 0; 0; 19; 6; 0; 0; 2; 1; 144; 21; 1; 0; 3; 0; 0; 0; 0; 11; 0; 0; 0; 1; 7; 32; 0; 0; 4; 0; 11; 1; 1; 0; 1; 14; 0; 1; 0; 0; 0; 0; 0; 256; 0; 2; 26; 2; 0; 3; 0; 0; 0; 3; 0; 0; 0; 3; 6; 0; 0; 6; 13; 29
1111608;Valença; 377; 0; 0; 0; 0; 0; 4; 5; 0; 0; 50; 6; 1; 1; 0; 0; 30; 10; 0; 0; 4; 0; 1; 0; 0; 1; 0; 0; 0; 0; 2; 17; 0; 0; 2; 0; 7; 5; 2; 0; 1; 0; 0; 2; 0; 0; 11; 0; 0; 73; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 77; 46; 2; 4; 0; 0; 9; 2
