,,,,,,,,
ACESSO AO ENSINO SUPERIOR 2018 - 1ª FASE DO CONCURSO NACIONAL DE ACESSO,,,,,,,,
Classificações dos últimos colocados pelo contingente geral,,,,,,,,
,,,,,,,,
Código Instit.,Código Curso,Nome da Instituição,Nome do Curso,Grau,Vagas Iniciais,Colocados ,Nota do últ. colocado (cont. geral),"Sobras para
2ª fase"
3102,9741,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Automóvel,L1,40,38,113.2,2
3102,9885,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática (regime pós-laboral),L1,30,12,105.5,18
3102,9886,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica (regime pós-laboral),L1,15,3,,12
3102,9991,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,37,16,111.8,21
3102,L055,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Jogos Digitais e Multimédia,L1,44,45,136.5,0
3102,L104,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores (regime pós-laboral),L1,15,0,,15
3103,8126,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia (regime pós-laboral),L1,25,27,122.3,0
3103,8525,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Produto - Cerâmica e Vidro,L1,20,20,118.3,0
3103,9007,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Artes Plásticas,L1,50,53,130.7,0
3103,9074,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Industrial,L1,35,36,134.5,0
3103,9243,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Teatro,L1,22,22,134.5,0
3103,9457,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Som e Imagem,L1,65,67,123.2,0
3103,9723,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Ambientes,L1,30,31,117.5,0
3103,9729,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia,L1,80,82,143.5,0
3103,L127,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Programação e Produção Cultural,L1,21,8,107.1,13
3105,8514,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão de Eventos,L1,25,16,105.8,9
3105,9014,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biologia Marinha e Biotecnologia,L1,50,36,105.6,14
3105,9016,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biotecnologia,L1,20,15,104.8,5
3105,9087,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Engenharia Alimentar,L1,20,0,,20
3105,9178,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão Turística e Hoteleira,L1,50,53,114.8,0
3105,9207,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Marketing Turístico,L1,30,24,104.0,6
3105,9254,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Turismo,L1,50,52,123.4,0
3105,9848,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Animação Turística,L1,25,16,110.0,9
3105,L131,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão da Restauração e Catering,L1,25,11,112.8,14
3112,8307,Instituto Politécnico de Lisboa - Escola Superior de Educação,Artes Visuais e Tecnologias,L1,68,72,129.0,0
3112,9005,Instituto Politécnico de Lisboa - Escola Superior de Educação,Animação Sociocultural,L1,27,27,112.0,0
3112,9853,Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica,L1,85,84,104.3,1
3112,9876,Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica (regime pós-laboral),L1,20,6,105.0,14
3112,L134,Instituto Politécnico de Lisboa - Escola Superior de Educação,Mediação Artística e Cultural,L1,23,24,116.0,0
3113,8438,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial (regime pós-laboral),L1,29,29,138.5,0
3113,8439,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing (regime pós-laboral),L1,29,29,143.0,0
3113,9010,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Audiovisual e Multimédia,L1,85,86,144.0,0
3113,9191,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Jornalismo,L1,57,58,152.5,0
3113,9222,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing,L1,57,59,152.5,0
3113,9231,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,L1,57,57,147.5,0
3117,8015,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria (regime pós-laboral),L1,55,56,120.0,0
3117,9058,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração,L1,118,120,139.9,0
3117,9147,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão,L1,104,106,152.0,0
3117,9242,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria,L1,58,58,140.0,0
3117,9476,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais,L1,59,60,145.9,0
3117,9870,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração (regime pós-laboral),L1,104,108,119.5,0
3117,9889,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais (regime pós-laboral),L1,55,55,127.0,0
3117,9991,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão (regime pós-laboral),L1,85,87,136.9,0
3117,L035,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Comércio e Negócios Internacionais (regime pós-laboral),L1,55,60,126.7,0
3118,9089,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Civil,L1,50,23,101.4,27
3118,9108,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrónica e Telecomunicações e de Computadores,L1,83,83,112.3,0
3118,9109,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrotécnica,L1,80,55,105.8,25
3118,9121,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e de Computadores,L1,120,121,126.0,0
3118,9123,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Mecânica,L1,110,110,121.7,0
3118,9126,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Química e Biológica,L1,40,40,119.8,0
3118,9455,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Biomédica,L1,25,25,133.2,0
3118,L052,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e Multimédia,L1,80,80,125.0,0
3118,L085,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Tecnologias e Gestão Municipal,L1,25,26,113.0,0
3118,L117,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Matemática Aplicada à Tecnologia e à Empresa,L1,30,30,128.0,0
3118,L119,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,"Engenharia Informática, Redes e Telecomunicações",L1,30,30,128.2,0
3121,8014,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),L1,20,0,,20
3121,9238,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social,L1,35,31,96.0,4
3121,9254,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Turismo,L1,28,21,110.4,7
3121,9773,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Jornalismo e Comunicação,L1,35,34,104.2,1
3121,9853,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Básica,L1,22,0,,22
3122,9070,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Comunicação,L1,25,8,119.8,17
3122,9119,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,35,3,119.3,32
3122,9147,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão,L1,43,24,113.7,19
3122,9670,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Administração de Publicidade e Marketing,L1,30,27,107.3,3
3122,9991,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,27,1,,26
3122,L033,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Tecnologias de Produção de Biocombustíveis,L1,20,0,,20
3122,L171,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Animação e Multimédia,L1,25,21,115.8,4
3123,9003,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Agronomia,L1,35,1,,34
3123,9085,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Enfermagem Veterinária,L1,38,15,116.4,23
3123,9130,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,Equinicultura,L1,25,3,132.4,22
3131,8002,Instituto Politécnico do Porto - Escola Superior de Educação,Línguas e Culturas Estrangeiras,L1,50,52,143.9,0
3131,8096,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património (regime pós-laboral),L1,20,20,106.3,0
3131,8264,Instituto Politécnico do Porto - Escola Superior de Educação,Artes Visuais e Tecnologias Artísticas,L1,25,25,148.8,0
3131,9084,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social,L1,50,50,140.8,0
3131,9707,Instituto Politécnico do Porto - Escola Superior de Educação,Ciências do Desporto,L1,25,25,137.9,0
3131,9767,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património,L1,30,31,125.0,0
3131,9807,Instituto Politécnico do Porto - Escola Superior de Educação,Tradução e Interpretação em Língua Gestual Portuguesa,L1,22,22,123.9,0
3131,9853,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Básica,L1,47,47,131.9,0
3131,9878,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Musical,L1,20,20,113.0,0
3131,9879,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social (regime pós-laboral),L1,40,40,120.0,0
3134,8005,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing (regime pós-laboral),L1,30,31,136.0,0
3134,9009,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução,L1,50,53,152.5,0
3134,9043,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Ciências e Tecnologias da Documentação e Informação,L1,25,25,141.4,0
3134,9053,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,L1,45,45,153.5,0
3134,9058,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração,L1,215,215,143.7,0
3134,9205,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing,L1,90,90,150.0,0
3134,9227,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Recursos Humanos,L1,45,45,146.9,0
3134,9716,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,L1,35,35,156.1,0
3134,9829,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução (regime pós-laboral),L1,27,29,137.1,0
3134,9866,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional (regime pós-laboral),L1,25,25,128.7,0
3134,9867,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial (regime pós-laboral),L1,25,25,133.8,0
3134,9870,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração (regime pós-laboral),L1,60,60,126.7,0
3134,L070,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Criatividade e Inovação Empresarial,L1,30,30,143.1,0
3135,8316,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Sistemas,L1,40,40,143.6,0
3135,9089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Civil,L1,60,60,125.6,0
3135,9104,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia e Gestão Industrial,L1,25,25,174.1,0
3135,9110,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,L1,45,45,134.5,0
3135,9112,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica e de Computadores,L1,155,155,141.3,0
3135,9117,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Geotécnica e Geoambiente,L1,20,16,114.9,4
3135,9119,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Informática,L1,200,200,152.3,0
3135,9123,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica,L1,120,120,156.5,0
3135,9125,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Química,L1,50,50,153.8,0
3135,9455,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Biomédica,L1,45,45,170.1,0
3135,9936,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica Automóvel,L1,40,40,141.4,0
3135,L089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Biorrecursos,L1,30,30,143.1,0
3138,8015,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),L1,20,20,125.2,0
3138,8097,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais (regime pós-laboral),L1,25,25,126.1,0
3138,8288,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Sistemas de Informação para a Gestão,L1,20,16,114.1,4
3138,8398,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança Informática em Redes de Computadores,L1,20,20,121.0,0
3138,9045,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais,L1,40,40,147.3,0
3138,9119,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,60,60,128.9,0
3138,9242,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria,L1,40,40,145.8,0
3138,L030,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Gestão Industrial e Logística,L1,20,20,139.9,0
3138,L091,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança do Trabalho e Ambiente,L1,20,20,122.3,0
3139,8442,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão das Atividades Turísticas (regime pós-laboral),L1,35,35,127.9,0
3139,9164,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão e Administração Hoteleira,L1,45,45,161.5,0
3139,9921,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão das Atividades Turísticas,L1,35,35,147.8,0
3139,L131,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão da Restauração e Catering,L1,33,33,134.3,0
3141,8419,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia (regime pós-laboral),L1,33,0,,33
3141,9003,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia,L1,50,11,95.0,39
3141,L011,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Produção Animal,L1,42,7,100.7,35
3141,L169,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Tecnologia e Gestão Agroindustrial,L1,20,2,130.2,18
3141,L172,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Dieta Mediterrânica e Ciência dos Alimentos,L1,20,2,115.2,18
3142,9084,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Social,L1,41,36,95.0,5
3142,9853,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Básica,L1,38,2,,36
3142,L130,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Ambiental e Turismo de Natureza,L1,30,9,108.6,21
3142,L179,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Produção Multimédia em Educação,L1,25,6,140.6,19
3143,9152,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Empresas,L1,76,76,98.9,0
3143,9185,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Informática,L1,60,7,111.3,53
3143,9206,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Marketing e Publicidade,L1,45,45,115.8,0
3143,9498,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Contabilidade e Fiscalidade,L1,45,22,97.0,23
3143,9785,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Negócios Internacionais,L1,40,28,104.6,12
3143,9994,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Empresas (regime pós-laboral),L1,36,5,105.4,31
3145,9730,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Desporto de Natureza e Turismo Ativo,L1,27,26,109.2,1
3145,9763,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Gestão das Organizações Desportivas,L1,27,27,95.0,0
3145,9808,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Treino Desportivo,L1,85,84,102.4,1
3145,A007,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis (ensino em Inglês),L1,22,3,,19
3145,L008,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis,L1,27,12,106.2,15
3145,L034,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,"Desporto, Condição Física e Saúde",L1,75,79,111.6,0
3151,9054,Instituto Politécnico de Setúbal - Escola Superior de Educação,Comunicação Social,L1,33,33,132.8,0
3151,9563,Instituto Politécnico de Setúbal - Escola Superior de Educação,Desporto,L1,30,31,116.6,0
3151,9631,Instituto Politécnico de Setúbal - Escola Superior de Educação,Animação e Intervenção Sociocultural,L1,32,33,117.2,0
3151,9633,Instituto Politécnico de Setúbal - Escola Superior de Educação,Tradução e Interpretação de Língua Gestual Portuguesa,L1,20,21,108.0,0
3151,9853,Instituto Politécnico de Setúbal - Escola Superior de Educação,Educação Básica,L1,45,13,106.4,32
3152,8515,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias de Energia,L1,30,12,111.5,18
3152,9092,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,"Engenharia de Automação, Controlo e Instrumentação",L1,44,3,142.6,41
3152,9112,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Eletrotécnica e de Computadores,L1,60,3,111.1,57
3152,9119,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Informática,L1,66,67,124.3,0
3152,9123,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Mecânica,L1,54,12,113.4,42
3152,9862,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia e Gestão Industrial (regime noturno),L1,40,4,106.1,36
3152,L069,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia Biomédica,L1,48,47,104.1,1
3152,L124,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias do Ambiente e do Mar,L1,35,13,110.0,22
3153,8111,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos (regime pós-laboral),L1,40,43,115.2,0
3153,9157,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos,L1,50,51,129.3,0
3153,9205,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Marketing,L1,55,55,131.4,0
3153,9627,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças,L1,75,75,117.9,0
3153,9628,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças (regime noturno),L1,39,14,104.3,25
3153,9629,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística,L1,45,46,118.1,0
3153,9630,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Sistemas de Informação,L1,44,45,121.0,0
3153,9993,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística (regime pós-laboral),L1,45,15,102.0,30
3154,9016,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Biotecnologia,L1,45,34,111.3,11
3154,9089,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil,L1,20,0,,20
3154,9090,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil (regime noturno),L1,20,0,,20
3154,9687,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Bioinformática,L1,30,6,110.6,24
3154,L100,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Tecnologias do Petróleo,L1,30,1,121.0,29
3155,9500,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Enfermagem,L1,44,44,135.6,0
3155,9504,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Fisioterapia,L1,44,44,150.6,0
3155,9890,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Terapia da Fala,L1,25,25,113.0,0
3155,L160,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Acupuntura,L1,22,10,125.8,12
3161,9003,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Agronomia,L1,35,5,121.5,30
3161,9016,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Biotecnologia,L1,26,12,117.8,14
3161,9085,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Enfermagem Veterinária,L1,35,28,113.7,7
3161,L164,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Engenharia do Ambiente e Geoinformática,L1,24,0,,24
3162,9473,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Social Gerontológica,L1,27,27,113.6,0
3162,9853,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Básica,L1,51,9,107.8,42
3162,L122,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Artes Plásticas e Tecnologias Artísticas,L1,30,14,117.1,16
3163,8114,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo (regime pós-laboral),L1,30,28,105.1,2
3163,8407,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia da Computação Gráfica e Multimédia,L1,38,7,121.7,31
3163,9087,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Alimentar,L1,30,0,,30
3163,9119,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,67,61,108.8,6
3163,9123,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,L1,34,16,118.4,18
3163,9147,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão,L1,50,50,139.1,0
3163,9148,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão (regime noturno),L1,40,15,105.0,25
3163,9254,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo,L1,50,50,132.9,0
3163,9723,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design de Ambientes,L1,30,12,138.0,18
3163,9727,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design do Produto,L1,38,38,127.9,0
3163,9743,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Civil e do Ambiente,L1,35,1,,34
3163,9751,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecatrónica,L1,30,1,,29
3163,9857,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia de Sistemas de Energias Renováveis,L1,37,0,,37
3163,L153,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia de Redes e Sistemas de Computadores,L1,38,9,115.8,29
3164,8464,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Gestão da Distribuição e Logística,L1,25,25,108.7,0
3164,8516,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Organização e Gestão Empresariais,L1,25,26,124.2,0
3164,9498,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Contabilidade e Fiscalidade,L1,22,23,114.6,0
3164,9664,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Marketing e Comunicação Empresarial,L1,35,35,128.2,0
3165,9731,Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer,Desporto e Lazer,L1,70,56,100.9,14
3181,9054,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Comunicação Social,L1,63,63,112.4,0
3181,9084,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Social,L1,59,56,101.6,3
3181,9347,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes Plásticas e Multimédia,L1,32,24,113.2,8
3181,9850,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Desporto e Atividade Física,L1,35,35,120.5,0
3181,9853,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Básica,L1,45,3,134.8,42
3181,9930,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Publicidade e Relações Públicas,L1,68,68,115.2,0
3181,L154,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes da Performance Cultural,L1,26,7,107.7,19
3182,8296,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão Industrial,L1,35,4,108.5,31
3182,8517,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologia e Design de Mobiliário,L1,40,6,126.7,34
3182,9056,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Contabilidade,L1,40,40,115.2,0
3182,9089,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Civil,L1,44,1,130.1,43
3182,9099,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia do Ambiente,L1,36,2,111.2,34
3182,9109,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Eletrotécnica,L1,45,4,129.5,41
3182,9119,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Informática,L1,66,66,110.1,0
